,Last Name Chi,First Name Chi,Chi Name,Prefix CN,Last Name Eng,First Name Eng,Eng Name,Prefix,Gender,Category,Organization,Year,Award
5198,蘇,祉祺,蘇祉祺先生,先生,SO,Chi-ki,Mr. SO Chi-ki,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Chief Executive's Commendation for Community Service
5199,,. Pushpa GURUNG,Mrs. Pushpa GURUNG,Mrs,GURUNG,Pushpa,Mrs. Pushpa GURUNG,Mrs.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2004,Chief Executive's Commendation for Community Service
5200,周,耀明,周耀明先生,先生,CHOW,Yiu-ming,Mr. CHOW Yiu-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5201,林,發耿,林發耿先生,先生,LAM,Faat-kang,Mr. LAM Faat-kang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5202,陶,桂英,陶桂英女士,女士,TO,Kwai-ying,Ms. TO Kwai-ying,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5203,麥,美娟,麥美娟女士,女士,MAK,Mei-kuen,Miss MAK Mei-kuen,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5204,馮,美雲,馮美雲女士,女士,FUNG,Mei-wan,Ms. FUNG Mei-wan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5205,黎,少棠,黎少棠先生,先生,LAI,Siu-tong,Mr. LAI Siu-tong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5206,龍,瑞卿,龍瑞卿女士,女士,LUNG,Shui-hing,Ms. LUNG Shui-hing,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5207,文,子安,文子安牧師,牧師,MAN,Reverend  Chi-on,Reverend MAN Chi-on,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5208,王,惠芬,王惠芬女士,女士,WONG,Wai-fun,Miss WONG Wai-fun,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5209,吳,國俊,吳國俊先生,先生,NG,Kwok-chun,Mr. NG Kwok-chun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5210,呂,鳳鳴,呂鳳鳴女士,女士,LUI,Fung-ming,Ms. LUI Fung-ming,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5211,李,國華,李國華先生,先生,LI,Kwok-wah,Mr. LI Kwok-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5212,李,德權,李德權先生,先生,LEE,Tak-kuen,Mr. LEE Tak-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5213,林,兆秀,林兆秀先生,先生,LIN,Siu-sau,Mr. LIN Siu-sau,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5214,林,國強,林國強先生,先生,LAM,Kwok-keung,Mr. LAM Kwok-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5215,姚,加環,姚加環先生,先生,YIU,Ka-wan,Mr. YIU Ka-wan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5216,袁,貴才,袁貴才先生,先生,YUEN,Kwai-choi,Mr. YUEN Kwai-choi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5217,馬,夏邐,馬夏邐女士,女士,MAHTANI,Shalini,Ms. Shalini MAHTANI,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5218,張,奕欽,張奕欽先生,先生,CHEUNG,Yik-kam,Mr. CHEUNG Yik-kam,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5219,張,達良,張達良醫生,醫生,CHEUNG,Tat-leung,Dr. CHEUNG Tat-leung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5220,梁,育榮,梁育榮先生,先生,LEUNG,Yuk-wing,Mr. LEUNG Yuk-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5221,梁,錦明,梁錦明先生,先生,LEUNG,Kam-ming,Mr. LEUNG Kam-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5222,梁,艷芬,梁艷芬女士,女士,LEUNG,Yim-fan,Ms. LEUNG Yim-fan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5223,許,素珊,許素珊女士,女士,HUI,So-shan,Ms. HUI So-shan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5224,郭,永強,郭永強先生,先生,KWOK,Wing-keung,Mr. KWOK Wing-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5225,陳,立志,陳立志醫生,醫生,TAN,Richard,Dr. Richard TAN,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5226,陳,克勤,陳克勤先生,先生,CHAN,Hak-kan,Mr. CHAN Hak-kan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5227,陳,秀燕,陳秀燕女士,女士,CHAN,Sau-yin,Ms. CHAN Sau-yin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5228,陳,茂強,陳茂強先生,先生,CHAN,Mou-keung,Mr. CHAN Mou-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5229,陳,紹權,陳紹權先生,先生,CHAN,Shiu-kuen,Mr. CHAN Shiu-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5230,陳,章,陳　章先生,先生,CHAN,Cheung,Mr. CHAN Cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5231,陳,蕊莊,陳蕊莊女士,女士,CHAN,Yui-chong,Miss CHAN Yui-chong,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5232,陳,權軍,陳權軍先生,先生,CHAN,Kuen-kwan,Mr. CHAN Kuen-kwan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5233,麥,志仁,麥志仁先生,先生,MAK,Chi-yan,Mr. MAK Chi-yan,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5234,馮,翠屏,馮翠屏女士,女士,FONG,Choi-peng,Ms. FONG Choi-peng,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5235,黃,祐榮,黃祐榮先生,先生,WONG,Yao-wing,Mr. WONG Yao-wing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5236,黃,偉旋,黃偉旋先生,先生,WONG,Wai-suen,Mr. WONG Wai-suen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5237,黃,霖珍,黃霖珍女士,女士,WONG,Lam-chun,Ms. WONG Lam-chun,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5238,溫,國雄,溫國雄先生,先生,WAN,Kwok-hung,Mr. WAN Kwok-hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5239,葉,松齡,葉松齡先生,先生,YIP,Chung-ling,Mr. YIP Chung-ling,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5240,葉,振強,葉振強先生,先生,YIP,Chun-keung,Mr. YIP Chun-keung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5241,葉,偉彰,葉偉彰博士,博士,IP,Wai-cheung,Dr. IP Wai-cheung,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5242,潘,蘊德,潘蘊德女士,女士,POON,Wan-tak,Ms. POON Wan-tak,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5243,黎,惠玲,黎惠玲女士,女士,LAI,Wai-ling,Miss LAI Wai-ling,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5244,蕭,培友,蕭培友先生,先生,SIU,Pui-yau,Mr. SIU Pui-yau,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5245,錢,平,錢　平醫生,醫生,CHIEN,Ping,Dr. CHIEN Ping,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5246,龔,煒姮,龔煒姮女士,女士,KUNG,Wai-hang,Ms. KUNG Wai-hang,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2005,Chief Executive's Commendation for Community Service
5247,文,裕明,文裕明先生,先生,MAN,Yu-ming,Mr. MAN Yu-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5248,何,賢輝,何賢輝先生,先生,HO,Yin-fai,Mr. HO Yin-fai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5249,林,頌鎧,林頌鎧先生,先生,LAM,Chung-hoi,Mr. LAM Chung-hoi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5250,陳,兆基,陳兆基先生,先生,CHAN,Siu-kay,Mr. CHAN Siu-kay,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5251,陳,笑權,陳笑權先生,先生,CHAN,Siu-kuen,Mr. CHAN Siu-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5252,黃,裕材,黃裕材先生,先生,WONG,Yu-choi,Mr. WONG Yu-choi,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5253,趙,葭甫,趙葭甫先生,先生,CHIU,Ka-po,Mr. CHIU Ka-po,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5254,歐,玉霞,歐玉霞女士,女士,AU,Yuk-har,Ms. AU Yuk-har,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5255,文,志華,文志華先生,先生,MAN,Chi-wah,Mr. MAN Chi-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5256,王,翠屏,王翠屏女士,女士,WONG,Tsui-ping,Ms. WONG Tsui-ping,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5257,呂,烈,呂　烈先生,先生,LU,Lit,Mr. LU Lit,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5258,李,品初,李品初先生,先生,LEE,Pun-cho,Mr. LEE Pun-cho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5259,李,嘉齡,李嘉齡女士,女士,LEE,Ka-ling,Miss LEE Ka-ling,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5260,杜,宇航,杜宇航先生,先生,TO,Yu-hang,Mr. TO Yu-hang,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5261,冼,良佳,冼良佳先生,先生,SIN,Leung-kai,Mr. SIN Leung-kai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5262,夏,碧泉,夏碧泉先生,先生,HA,Bik-chuen,Mr. HA Bik-chuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5263,張,伯勳,張伯勳先生,先生,CHEUNG,Pak-fun,Mr. CHEUNG Pak-fun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5264,張,儀,張　儀先生,先生,CHEUNG,Yee,Mr. CHEUNG Yee,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5265,戚,治民,戚治民先生,先生,CHIK,Chi-man,Mr. CHIK Chi-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5266,梁,崇斌,梁崇斌醫生,醫生,LEUNG,Shung-pun,Dr. LEUNG Shung-pun,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5267,梁,舒恆,梁舒恆女士,女士,LEUNG,Shu-hang,Miss LEUNG Shu-hang,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5268,許,天福,許天福先生,先生,HUI,Tin-fook,Mr. HUI Tin-fook,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5269,陳,子祥,陳子祥先生,先生,CHAN,Chi-cheung,Mr. CHAN Chi-cheung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5270,陳,育蘭,陳育蘭女士,女士,CHAN,Yuk-lan,Ms. CHAN Yuk-lan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5271,陳,榮堯,陳榮堯先生,先生,CHAN,Weng-yew,Mr. CHAN Weng-yew,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5272,陳,蔭昌,陳蔭昌先生,先生,CHAN,Yam-cheong,Mr. CHAN Yam-cheong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5273,惠,鈞,惠　鈞先生,先生,HUI,Jun,Mr. HUI Jun,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5274,曾,富城,曾富城先生,先生,TSANG,Fu-shing,Mr. TSANG Fu-shing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5275,賀,耀文,賀耀文牧師,牧師,HOR,Reverend  Yiu-man,Reverend HOR Yiu-man,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5276,黃,麗嫦,黃麗嫦女士,女士,WONG,Lai-sheung,Ms. WONG Lai-sheung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5277,楊,桂芳修女,楊桂芳修女,,YEUNG,Sister  Kwai-fong,Sister YEUNG Kwai-fong,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5278,葉,熾然,葉熾然先生,先生,YIP,Chi-yen,Mr. YIP Chi-yen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5279,蔡,嘉銓,蔡嘉銓先生,先生,CHOI,Ka-chuen,Mr. CHOI Ka-chuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5280,鄭,寶和,鄭寶和先生,先生,CHENG,Po-wo,Mr. CHENG Po-wo,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5281,鄧,孟妮,鄧孟妮女士,女士,TANG,Tania,Ms. Tania TANG,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5282,盧,永文,盧永文先生,先生,LO,Wing-man,Mr. LO Wing-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5283,謝,滿全,謝滿全先生,先生,TSE,Moon-chuen,Mr. TSE Moon-chuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5284,聶,毅,聶　毅先生,先生,NIP,Ngai,Mr. NIP Ngai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5285,羅,銘聲,羅銘聲先生,先生,LAW,Ming-sing,Mr. LAW Ming-sing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5286,羅,錦有,羅錦有先生,先生,LAW,Kam-yau,Mr. LAW Kam-yau,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5287,關,鏡鴻,關鏡鴻先生,先生,KWAN,Kang-hung,Mr. KWAN Kang-hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5288,,. Devi NOVIANTI,Ms. Devi NOVIANTI,Ms,NOVIANTI,Devi,Ms. Devi NOVIANTI,Ms.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2006,Chief Executive's Commendation for Community Service
5289,梁,永權,梁永權先生,先生,LEUNG,Wing-kuen,Mr. LEUNG Wing-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5290,江,鳳儀,江鳳儀女士,女士,KONG,Fung-yi,Ms. KONG Fung-yi,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5291,林,家輝,林家輝先生,先生,LAM,Ka-fai,Mr. LAM Ka-fai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5292,張,妙嫦,張妙嫦女士,女士,CHEUNG,Mui-seung,Ms. CHEUNG Mui-seung,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5293,陳,文華,陳文華先生,先生,CHAN,Man-wah,Mr. CHAN Man-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5294,盧,健明,盧健明先生,先生,LO,Kin-ming,Mr. LO Kin-ming,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5295,王,廣漢,王廣漢先生,先生,WONG,Kwong-hon,Mr. WONG Kwong-hon,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5296,甘,艷梅,甘艷梅女士,女士,KAM,Yim-mui,Ms. KAM Yim-mui,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5297,何,百昌,何百昌醫生,醫生,HO,Pak-cheong,Dr. HO Pak-cheong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5298,何,智豪,何智豪先生,先生,HO,Chi-ho,Mr. HO Chi-ho,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5299,余,妙雲,余妙雲女士,女士,YU,Miu-wan,Ms. YU Miu-wan,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5300,李,仕浣,李仕浣先生,先生,LEE,See-yuen,Mr. LEE See-yuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5301,李,和聲,李和聲先生,先生,LEE,Woo-sing,Mr. LEE Woo-sing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5302,李,致和,李致和先生,先生,LEE,Chi-wo,Mr. LEE Chi-wo,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5303,李,誠權,李誠權先生,先生,LI,Shing-kuen,Mr. LI Shing-kuen,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5304,阮,小玲,阮小玲女士,女士,YUEN,Sui-ling,Ms. YUEN Sui-ling,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5305,周,沅凝,周沅凝女士,女士,CHOW,Yuen-ying,Miss CHOW Yuen-ying,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5306,帖,雅娜,帖雅娜女士,女士,TIE,Yana,Miss TIE Yana,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5307,邱,榮光,邱榮光博士,博士,YAU,Wing-kwong,Dr. YAU Wing-kwong,Dr.,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5308,施,露茜,施露茜女士,女士,SZE,Lo-sai,Ms. SZE Lo-sai,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5309,范,珮珊,范珮珊女士,女士,FAN,Pui-shan,Miss FAN Pui-shan,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5310,張,志偉,張志偉先生,先生,CHEUNG,Che-wai,Mr. CHEUNG Che-wai,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5311,張,瑞,張　瑞女士,女士,ZHANG,Rui,Miss ZHANG Rui,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5312,張,路路,張路路女士,女士,CHEUNG,Lulu,Ms. CHEUNG Lulu,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5313,梁,永義,梁永義先生,先生,LEUNG,Wing-yu,Mr. LEUNG Wing-yu,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5314,梁,美莉,梁美莉教授,教授,LEUNG,Professor  Mee-lee,Professor LEUNG Mee-lee,,,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5315,梁,華勝,梁華勝先生,先生,LEUNG,Wah-sing,Mr. LEUNG Wah-sing,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5316,梅,卓燕,梅卓燕女士,女士,MUI,Cheuk-yin,Ms. MUI Cheuk-yin,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5317,莫,素鳳,莫素鳳女士,女士,MOK,So-fung,Miss MOK So-fung,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5318,許,秀雄,許秀雄先生,先生,HUI,Sau-hung,Mr. HUI Sau-hung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5319,郭,帶福,郭帶福先生,先生,KWOK,Tai-fok,Mr. KWOK Tai-fok,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5320,陳,江華,陳江華先生,先生,CHAN,Kong-wah,Mr. CHAN Kong-wah,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5321,陳,秩龍,陳秩龍先生,先生,CHAN,Dit-lung,Mr. CHAN Dit-lung,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5322,陳,業文,陳業文先生,先生,CHAN,Yip-man,Mr. CHAN Yip-man,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5323,陳,慧琪,陳慧琪女士,女士,CHAN,Wai-kei,Miss CHAN Wai-kei,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5324,曾,思敏,曾思敏女士,女士,TSANG,Angie,Ms. Angie TSANG,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5325,黃,鳳梅,黃鳳梅女士,女士,WONG,Fung-mui,Ms. WONG Fung-mui,Ms.,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5326,黃,賜巨,黃賜巨先生,先生,WONG,Chi Kui,Mr. WONG Chi Kui,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5327,黑,志宏,黑志宏先生,先生,HEI,Zhi-hong,Mr. HEI Zhi-hong,Mr.,M,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
5328,葉,姵延,葉姵延女士,女士,YIP,Pui-yin,Miss YIP Pui-yin,Miss,F,Awards & Recognitions,Hong Kong Special Administrative Region Honours and Awards,2007,Chief Executive's Commendation for Community Service
